Time	Word	Category	URL
Wed Jan 24 18:01:10 2018	cybercoached	blend	https://www.nytimes.com/2018/01/24/world/europe/isis-barcelona-attack.html
Wed Jan 24 18:01:27 2018	prepainting	affix	https://www.nytimes.com/2018/01/24/arts/design/what-to-see-in-new-york-art-galleries-this-week.html
Wed Jan 24 19:01:20 2018	redneckification	affix	https://www.nytimes.com/2018/01/24/books/review-when-they-call-you-terrorist-patrisse-khan-cullors-more-beautiful-terrible-history-jeanne-theoharis.html
Wed Jan 24 22:01:42 2018	minitennis	affix	https://www.nytimes.com/2018/01/24/sports/tennis/hyeon-chung-australian-open.html
Thu Jan 25 02:01:12 2018	abuserr	filtered	https://www.nytimes.com/2018/01/24/insider/larry-nassar-victims.html
Thu Jan 25 15:01:25 2018	gymternet	blend	https://www.nytimes.com/2018/01/25/us/the-metoo-moment-for-us-gymnasts-olympics-nassar-justice.html
Thu Jan 25 17:01:39 2018	vernatsch	domain	https://www.nytimes.com/2018/01/25/dining/drinks/best-wines-under-20-dollars-winter.html
Thu Jan 25 20:02:06 2018	auterish	filtered	https://www.nytimes.com/2018/01/25/arts/television/one-day-at-a-time-netflix-review.html
Thu Jan 25 21:01:19 2018	misaccentuated	affix	https://www.nytimes.com/2018/01/25/arts/dance/new-york-city-ballet-balanchine-programs-apollo.html
Fri Jan 26 00:01:22 2018	chanukkiyot	filtered	https://www.nytimes.com/2018/01/25/arts/design/jewish-museum-review.html
Fri Jan 26 11:02:02 2018	daywalkers	infl	https://www.nytimes.com/2018/01/26/books/review/shcrefer-benko-murdock-fantasy.html
Fri Jan 26 11:02:05 2018	shadowwalker	compound comp	https://www.nytimes.com/2018/01/26/books/review/shcrefer-benko-murdock-fantasy.html
Fri Jan 26 11:02:07 2018	shadowwalkers	filtered	https://www.nytimes.com/2018/01/26/books/review/shcrefer-benko-murdock-fantasy.html
Fri Jan 26 14:01:02 2018	cliquier	filtered	https://www.nytimes.com/2018/01/26/arts/television/the-bachelor-winter-games.html
Fri Jan 26 16:01:22 2018	viewcounts	compound comp	https://www.nytimes.com/2018/01/26/arts/music/pop-rock-and-jazz-in-nyc-this-week.html
Fri Jan 26 16:01:36 2018	unspooky	affix	https://www.nytimes.com/2018/01/26/movies/horror-movie-based-on-a-true-story.html
Fri Jan 26 16:01:40 2018	mythorealism	compound comp	https://www.nytimes.com/2018/01/26/books/review/years-months-days-yan-lianke.html
Fri Jan 26 19:01:10 2018	coolship	affix	https://www.nytimes.com/2018/01/26/dining/drinks/american-lambic-beers.html
Fri Jan 26 20:01:00 2018	rewirement	deriv	https://www.nytimes.com/2018/01/26/nyregion/at-yale-class-on-happiness-draws-huge-crowd-laurie-santos.html
Sat Jan 27 22:00:57 2018	fiiiinaly	lengthening	https://www.nytimes.com/2018/01/27/sports/basketball/thunder-dakari-johnson.html
Sun Jan 28 11:00:51 2018	wassssup	lengthening	https://www.nytimes.com/2018/01/28/arts/television/snl-will-ferrell-george-w-bush.html
Sun Jan 28 11:00:53 2018	economer	deriv	https://www.nytimes.com/2018/01/28/arts/television/snl-will-ferrell-george-w-bush.html
Mon Jan 29 06:00:58 2018	nesik	filtered	https://www.nytimes.com/2018/01/29/travel/visiting-iraqi-kurdistan.html
Mon Jan 29 11:01:51 2018	overpaved	affix	https://www.nytimes.com/2018/01/29/opinion/south-monuments-nashville.html
Mon Jan 29 12:00:58 2018	hydrodesulfurization	affix	https://www.nytimes.com/2018/01/29/world/asia/taiwan-fire-refinery.html
Mon Jan 29 14:01:07 2018	standarding	deriv	https://www.nytimes.com/2018/01/29/opinion/trump-impeachment-obstruction-justice.html
Mon Jan 29 16:00:54 2018	sycophantry	deriv	https://www.nytimes.com/2018/01/29/arts/music/grammy-awards-best-worst-performances.html
Mon Jan 29 16:01:15 2018	hematovascular	domain	https://www.nytimes.com/2018/01/29/health/heart-disease-mutations-stem-cells.html
Mon Jan 29 20:01:28 2018	microinspection	affix	https://www.nytimes.com/2018/01/29/books/review-zadie-smith-feel-free-martin-amis-rub-of-time.html
Mon Jan 29 20:01:55 2018	repreneurs	filtered	https://www.nytimes.com/2018/01/29/science/hemp-homes-cannabis.html
Mon Jan 29 21:01:10 2018	cummberbunds	filtered	https://www.nytimes.com/2018/01/29/opinion/america-tolerant-lgbtq-rights.html
Tue Jan 30 05:00:57 2018	recharm	affix	https://www.nytimes.com/2018/01/29/world/europe/berlusconi-italy-election.html
Tue Jan 30 11:01:10 2018	mischarachterized	filtered	https://www.nytimes.com/2018/01/30/us/politics/fact-check-trump-ahead-state-union-.html
Tue Jan 30 11:01:48 2018	anywheremay	filtered	https://www.nytimes.com/2018/01/30/magazine/it-getting-harder-to-sort-the-credible-from-the-incredible.html
Tue Jan 30 12:01:16 2018	tegumental	domain	https://www.nytimes.com/2018/01/30/opinion/treating-the-lifelong-harm-of-childhood-trauma.html
Tue Jan 30 15:01:20 2018	widespreadcrackdown	filtered	https://www.nytimes.com/2018/01/30/world/middleeast/saudi-arabia-corruption.html
Tue Jan 30 18:02:17 2018	subtweeted	deriv	https://www.nytimes.com/2018/01/30/arts/music/popcast-grammys.html
Wed Jan 31 04:01:20 2018	punwise	affix	http://www.nytimes.com/2018/01/30/crosswords/daily-puzzle-2018-01-31.html
Wed Jan 31 11:01:06 2018	skoolies	innovation	https://www.nytimes.com/2018/01/31/style/rubber-tramp-rendezvous-rv-trucks-vanlife.html
Wed Jan 31 11:01:39 2018	neuroatypicality	domain	https://www.nytimes.com/2018/01/31/opinion/ohio-abortion-disability-rights-ban.html
Wed Jan 31 11:01:47 2018	wizardliness	deriv	https://www.nytimes.com/2018/01/31/books/review/the-wizard-and-the-prophet-charles-mann-william-vogt-norman-borlaug.html
Wed Jan 31 12:01:16 2018	goddardensis	domain	https://www.nytimes.com/2018/01/31/science/dinosaurs-footprints-nasa.html
Wed Jan 31 20:02:31 2018	biosociologist	affix	https://www.nytimes.com/2018/01/31/science/dutch-famine-genes.html
Wed Jan 31 20:03:23 2018	hicksploitation	affix libfix	https://www.nytimes.com/2018/01/31/arts/music/justin-timberlake-man-of-the-woods-review.html
Thu Feb 01 11:01:37 2018	goingly	deriv	https://www.nytimes.com/2018/02/01/opinion/langston-hughes-birthday.html
Thu Feb 01 14:00:58 2018	wehoscott	filtered	https://www.nytimes.com/2018/02/01/us/california-today-readers-respond-to-our-los-angeles-coverage.html
Thu Feb 01 16:01:06 2018	cominnnng	lengthening	https://www.nytimes.com/2018/02/01/arts/music/dashboard-confessional-chris-carrabba-crooked-shadows.html
Thu Feb 01 17:01:10 2018	guuhh	lengthening	https://www.nytimes.com/2018/02/01/nyregion/valentines-day-movie-mashup.html
Thu Feb 01 18:01:25 2018	kpakpo	filtered	https://www.nytimes.com/2018/02/01/dining/serengeti-kitchen-review.html
Thu Feb 01 18:01:28 2018	bunapi	filtered	https://www.nytimes.com/2018/02/01/dining/serengeti-kitchen-review.html
Fri Feb 02 01:01:44 2018	dilletantish	deriv	https://www.nytimes.com/2018/02/01/arts/art-and-museums-in-nyc-this-week.html
Fri Feb 02 11:02:09 2018	laojia	filtered	https://www.nytimes.com/2018/02/02/books/review/road-to-sleeping-dragon-michael-meyer-nine-continents-xiaolu-guo.html
Fri Feb 02 11:02:18 2018	apfelschmarrn	filtered	https://www.nytimes.com/2018/02/02/books/review/new-crime-fiction.html
Fri Feb 02 11:02:55 2018	antojerías	filtered	https://www.nytimes.com/2018/02/02/travel/campeche-mexico-pyramids.html
Fri Feb 02 18:01:38 2018	findrinny	filtered	https://www.nytimes.com/2018/02/02/books/review/letters-to-the-editor.html
Sat Feb 03 03:01:11 2018	polezni	filtered	https://www.nytimes.com/2018/02/02/opinion/devin-nunes-memo.html
Sat Feb 03 12:01:09 2018	divorcemonger	affix	https://www.nytimes.com/2018/02/03/style/can-you-get-divorced-online.html
Sat Feb 03 15:01:11 2018	deathbox	compound new	https://www.nytimes.com/2018/02/03/opinion/sunday/this-is-why-uma-thurman-is-angry.html?hp&target=comments#commentsContainer
Sun Feb 04 00:01:00 2018	tusari	filtered	https://www.nytimes.com/2018/02/03/opinion/sunday/iran-hijab-women-scarves.html
Sun Feb 04 17:01:09 2018	flanieren	filtered	https://www.nytimes.com/2018/02/04/world/europe/vienna-ball-season.html
Mon Feb 05 06:01:29 2018	beoynd	filtered	https://www.nytimes.com/2018/02/04/business/media/super-bowl-commercials.html?ref=todayspaper
Mon Feb 05 11:01:07 2018	nogalenses	filtered	https://www.nytimes.com/2018/02/05/travel/nogales-arizona-mexico-border.html
Mon Feb 05 17:01:23 2018	vinegarroons	domain	https://www.nytimes.com/2018/02/05/science/spider-tail-amber.html
Mon Feb 05 17:01:27 2018	uraraneids	domain	https://www.nytimes.com/2018/02/05/science/spider-tail-amber.html
Mon Feb 05 18:01:08 2018	acetobacteria	domain	https://www.nytimes.com/2018/02/05/dining/vinegar-cooking-recipes.html
Mon Feb 05 22:01:03 2018	truck’n	dialect	https://www.nytimes.com/2018/02/05/opinion/dating-metoo.html
Tue Feb 06 06:01:53 2018	túngaras	filtered	https://www.nytimes.com/2018/02/05/science/animals-count-numbers.html?ref=todayspaper
Tue Feb 06 11:01:08 2018	walkingthrough	filtered	https://www.nytimes.com/2018/02/06/travel/juarez-el-paso-border.html
Tue Feb 06 11:01:59 2018	phallocentrist	compound new	https://www.nytimes.com/2018/02/06/books/review/buzz-lieberman-vibrator-nation-comella-sex-toys.html
Tue Feb 06 11:02:05 2018	cliteracy	blend	https://www.nytimes.com/2018/02/06/books/review/buzz-lieberman-vibrator-nation-comella-sex-toys.html
Tue Feb 06 17:01:08 2018	dysmorphologists	deriv	https://www.nytimes.com/2018/02/06/health/pregnancy-drinking-fetal-alcohol.html
Tue Feb 06 21:01:10 2018	nonvaccine	affix	https://www.nytimes.com/2017/12/12/smarter-living/why-you-need-the-flu-shot-every-year.html?hp&target=comments#commentsContainer
Tue Feb 06 21:01:30 2018	malestream	blend	https://www.nytimes.com/2018/02/06/world/europe/britain-womens-vote.html
Wed Feb 07 11:01:38 2018	automatronic	domain	https://www.nytimes.com/2018/02/07/arts/television/stephen-colbert-trump-testifying-mueller.html
Wed Feb 07 23:01:30 2018	insculpt	archaic	https://www.nytimes.com/2018/02/07/books/plagiarism-software-unveils-a-new-source-for-11-of-shakespeares-plays.html
Thu Feb 08 11:01:12 2018	blotchier	infl	https://www.nytimes.com/2018/02/08/arts/design/south-korea-north-korea-metropolitan-museum-diamond-mountains-olympics.html
Thu Feb 08 11:01:54 2018	driftingly	deriv	https://www.nytimes.com/2018/02/08/books/review/discovering-sex-fiction-dwight-garner.html
Thu Feb 08 17:01:13 2018	supervillainess	affix	https://www.nytimes.com/2018/02/08/movies/venom-teaser-tom-hardy.html
Thu Feb 08 18:01:14 2018	maruxna	filtered	https://www.nytimes.com/2018/02/08/dining/kebab-empire-review.html
Thu Feb 08 23:01:08 2018	lionsroar	filtered	https://www.nytimes.com/2018/02/08/obituaries/john-perry-barlow-internet-champion-dies.html
Fri Feb 09 02:01:02 2018	midquad	affix	https://www.nytimes.com/2018/02/08/insider/olympics-immersive-journalism-augmented-reality.html
Fri Feb 09 04:01:02 2018	researchpapers	filtered	https://www.nytimes.com/2018/02/08/sports/olympics/curling.html
Fri Feb 09 16:01:06 2018	pentatonicism	domain	https://www.nytimes.com/2018/02/09/arts/music/florence-price-arkansas-symphony-concerto.html
Fri Feb 09 16:01:17 2018	ragefest	affix	https://www.nytimes.com/2018/02/09/movies/streaming-your-valentines-day.html
Fri Feb 09 17:01:22 2018	plonkable	affix	https://www.nytimes.com/2018/02/09/arts/deneen-why-liberalism-failed-art.html
Fri Feb 09 22:02:05 2018	callingcommentator	filtered	https://www.nytimes.com/2018/02/09/arts/music/olympics-figure-skating-songs.html
Sat Feb 10 03:01:02 2018	amylacea	domain	https://www.nytimes.com/2018/02/09/us/las-vegas-attack-paddock-brain-autopsy.html
Sat Feb 10 08:01:03 2018	unfreaked	affix	https://www.nytimes.com/2018/02/09/your-money/insurance-entrepreneurship-butler-university.html
Sat Feb 10 12:01:10 2018	undogly	blend	https://www.nytimes.com/2018/02/10/style/dogs-instagram-famous.html
Sat Feb 10 15:01:04 2018	catsit	compound comp	https://www.nytimes.com/2014/04/24/garden/the-unsettling-thing-about-ellen.html?src=mv
Sat Feb 10 16:01:19 2018	shesteading	blend	https://www.nytimes.com/2018/02/10/fashion/weddings/a-commitment-for-more-than-one-lifetime.html
Sat Feb 10 18:01:14 2018	athleisured	deriv	https://www.nytimes.com/2018/02/10/fashion/bottega-veneta-tory-burch-new-york-fashion-week.html
Sat Feb 10 20:01:06 2018	midfrenzy	affix	https://www.nytimes.com/2018/02/10/sports/olympics/south-korea-speedskating-gold-medal.html
Sat Feb 10 23:01:08 2018	orcaestraits	blend	http://www.nytimes.com/2018/02/10/crosswords/daily-puzzle-2018-02-11.html
Sun Feb 11 15:00:54 2018	descenting	deriv	https://www.nytimes.com/2018/02/11/world/europe/russia-plane-crash-saratov-airlines.html
Sun Feb 11 20:00:58 2018	vistited	filtered	https://www.nytimes.com/2018/02/11/briefing/north-korea-moscow-rob-porter.html
Mon Feb 12 11:01:17 2018	supermetal	affix	https://www.nytimes.com/2018/02/12/movies/black-panther-marvel-chadwick-boseman-ryan-coogler-lupita-nyongo.html
Mon Feb 12 15:01:14 2018	unretrofitted	affix	https://www.nytimes.com/2018/02/12/us/california-today-chloe-kim-olympics.html
Mon Feb 12 20:01:55 2018	leptomeningeal	domain	https://www.nytimes.com/2018/02/12/obituaries/jan-maxwell-acclaimed-stage-actress-is-dead-at-61.html
Tue Feb 13 00:01:40 2018	ceremonywere	filtered	https://www.nytimes.com/2018/02/12/arts/obama-portraitists-bonded-the-everyday-and-the-extraordinary.html
Tue Feb 13 02:01:00 2018	intrasport	affix	https://www.nytimes.com/2018/02/12/sports/olympics/chloe-kim-women-halfpipe.html
Tue Feb 13 11:01:44 2018	henotheist	filtered	https://www.nytimes.com/2018/02/13/books/review/bart-d-ehrman-the-triumph-of-christianity.html
Tue Feb 13 11:01:46 2018	henotheism	domain	https://www.nytimes.com/2018/02/13/books/review/bart-d-ehrman-the-triumph-of-christianity.html
Tue Feb 13 17:01:09 2018	phytoceramides	domain	https://www.nytimes.com/2018/02/13/t-magazine/healthier-chocolate.html
Tue Feb 13 19:01:08 2018	purloos	filtered	https://www.nytimes.com/2018/02/13/dining/hill-rice-slave-history.html
Tue Feb 13 19:01:14 2018	glaberrima	domain	https://www.nytimes.com/2018/02/13/dining/hill-rice-slave-history.html
Wed Feb 14 01:01:01 2018	laurices	domain	https://www.nytimes.com/2018/02/13/science/rabbits-pope-domestication.html
Thu Feb 15 01:01:10 2018	kjaelke	filtered	https://www.nytimes.com/2018/02/14/sports/olympics/skeleton.html
Thu Feb 15 14:01:17 2018	squatto	dialect	https://www.nytimes.com/2018/02/15/fashion/marc-jacobs.html
Thu Feb 15 20:01:06 2018	nonpuerperal	domain	https://www.nytimes.com/2018/02/15/health/transgender-woman-breast-feed.html
Thu Feb 15 20:01:11 2018	galactogogues	blend	https://www.nytimes.com/2018/02/15/health/transgender-woman-breast-feed.html
Thu Feb 15 20:01:47 2018	hypercapable	affix	https://www.nytimes.com/2018/02/15/theater/harry-potter-primer-broadway.html
Thu Feb 15 23:02:25 2018	resillience	filtered	https://www.nytimes.com/2018/02/15/opinion/shooting-parkland-florida-school.html
Fri Feb 16 11:01:29 2018	conveniencize	deriv	https://www.nytimes.com/2018/02/16/opinion/sunday/tyranny-convenience.html
Fri Feb 16 11:01:55 2018	anageria	domain	https://www.nytimes.com/2018/02/16/books/review/how-to-stop-time-matt-haig.html
Fri Feb 16 11:03:13 2018	sheetali	filtered	https://www.nytimes.com/2018/02/16/travel/yoga-retreat-india.html
Fri Feb 16 11:03:19 2018	murivenna	filtered	https://www.nytimes.com/2018/02/16/travel/yoga-retreat-india.html
Fri Feb 16 14:01:12 2018	schmenter	phonaestheme	https://www.nytimes.com/2018/02/16/arts/dance/indiana-woodward-romeo-juliet-new-york-city-ballet.html
Fri Feb 16 17:01:29 2018	murderrrrrrr	lengthening	https://www.nytimes.com/2018/02/16/arts/television/the-transgressive-appeal-of-the-comedy-murder-podcast.html
Fri Feb 16 17:01:33 2018	discombobulist	deriv	https://www.nytimes.com/2018/02/16/theater/riot-review.html
Fri Feb 16 17:01:46 2018	coronadas	filtered	https://www.nytimes.com/2018/02/16/t-magazine/wearable-flower-art.html
Fri Feb 16 17:01:54 2018	kopiko	filtered	https://www.nytimes.com/2018/02/16/t-magazine/wearable-flower-art.html
Fri Feb 16 18:45:23 2018	facedlegal	filtered	https://www.nytimes.com/2018/02/16/business/natural-food-products.html
Fri Feb 16 20:01:20 2018	multimammate	domain	https://www.nytimes.com/2018/02/16/health/lassa-fever-nigeria.html
Sat Feb 17 04:01:04 2018	yogaholics	affix libfix	http://www.nytimes.com/2018/02/16/crosswords/daily-puzzle-2018-02-17.html
Sat Feb 17 04:01:08 2018	wikiholics	affix	http://www.nytimes.com/2018/02/16/crosswords/daily-puzzle-2018-02-17.html
Sat Feb 17 15:01:03 2018	gimbap	filtered	https://www.nytimes.com/2018/02/17/sports/olympics/pyeongchang-south-korea-games.html
Sat Feb 17 20:01:33 2018	clicas	filtered	https://www.nytimes.com/2018/02/17/opinion/sunday/trump-ms-13-gang.html
Sun Feb 18 11:01:34 2018	itsshelter	filtered	https://www.nytimes.com/2018/02/18/nyregion/homelessness-step-by-step.html
Sun Feb 18 15:01:10 2018	mildronite	domain	https://www.nytimes.com/2018/02/18/sports/olympics/doping-russia-alexander-krushelnytsky.html
Mon Feb 19 05:01:12 2018	verdigrised	domain	https://www.nytimes.com/2018/02/18/t-magazine/sanatorium-europe-history.html
Mon Feb 19 11:01:08 2018	vagility	blend	https://www.nytimes.com/2018/02/19/science/migration-animals-west.html
Mon Feb 19 18:01:09 2018	hypercalcemic	domain	https://www.nytimes.com/2018/02/19/health/ovarian-cancer-immunotherapy.html
Mon Feb 19 18:01:45 2018	bintsuke	filtered	https://www.nytimes.com/2018/02/19/t-magazine/primers-glowing-skin.html
Mon Feb 19 20:01:35 2018	topogenic	domain	https://www.nytimes.com/2018/02/19/obituaries/gunter-blobel-nobel-laureate-who-found-cell-zip-codes-dies-at-81.html
Mon Feb 19 22:01:16 2018	ooooranges	lengthening	https://www.nytimes.com/2018/02/19/obituaries/arthur-robinson-mr-okra-dies.html
Mon Feb 19 22:01:18 2018	eeeeeating	lengthening	https://www.nytimes.com/2018/02/19/obituaries/arthur-robinson-mr-okra-dies.html
Tue Feb 20 06:01:02 2018	monobob	affix	https://www.nytimes.com/2018/02/20/sports/olympics/bobsled-women-equality.html
Tue Feb 20 11:02:03 2018	deindexed	deriv	https://www.nytimes.com/2018/02/20/magazine/the-case-against-google.html
Tue Feb 20 17:01:14 2018	prayformances	blend	https://www.nytimes.com/2018/02/20/arts/design/zulfikar-ali-bhutto-pakistan-drag-somarts-.html
Tue Feb 20 19:01:24 2018	ministrudels	affix	https://www.nytimes.com/2018/02/20/dining/bourekas-green-fig-restaurant.html
Tue Feb 20 20:01:41 2018	piroctone	domain	https://www.nytimes.com/2018/02/20/style/dandruff-winter-hair-care-shampoo.html
Tue Feb 20 20:01:43 2018	olamine	domain	https://www.nytimes.com/2018/02/20/style/dandruff-winter-hair-care-shampoo.html
Tue Feb 20 22:01:59 2018	igmmatic	filtered	https://www.nytimes.com/2018/02/20/books/frankenstein-manuscript-new-publication.html
Wed Feb 21 11:01:34 2018	haemuljjim	filtered	https://www.nytimes.com/2018/02/21/sports/olympics/korean-food-visitors.html
Wed Feb 21 11:01:36 2018	mulmakguksu	filtered	https://www.nytimes.com/2018/02/21/sports/olympics/korean-food-visitors.html
Wed Feb 21 11:01:42 2018	eomuk	filtered	https://www.nytimes.com/2018/02/21/sports/olympics/korean-food-visitors.html
Wed Feb 21 15:01:18 2018	multibannered	affix	https://www.nytimes.com/2018/02/20/world/europe/poland-european-union.html?hp&target=comments#commentsContainer
Wed Feb 21 18:01:48 2018	ebonizers	deriv	https://www.nytimes.com/2018/02/21/t-magazine/art/philippe-anthonioz-paris-sculptor.html
Wed Feb 21 22:01:10 2018	misrecords	affix	https://www.nytimes.com/2018/02/21/magazine/the-myth-of-the-hacker-proof-voting-machine.html
Wed Feb 21 22:01:14 2018	modeming	deriv	https://www.nytimes.com/2018/02/21/magazine/the-myth-of-the-hacker-proof-voting-machine.html
Wed Feb 21 23:01:57 2018	antitanking	affix	https://www.nytimes.com/2018/02/21/sports/basketball/mark-cuban-dallas-mavericks-fined.html
Thu Feb 22 00:01:35 2018	rivuletlike	affix	https://www.nytimes.com/2018/02/21/arts/design/what-to-see-in-new-york-art-galleries-this-week.html
Thu Feb 22 06:01:24 2018	shekanjeh	filtered	https://www.nytimes.com/2018/02/22/opinion/kavous-seyed-emami-iran.html
Thu Feb 22 06:01:26 2018	ta’zir	filtered	https://www.nytimes.com/2018/02/22/opinion/kavous-seyed-emami-iran.html
Thu Feb 22 06:01:28 2018	haqayeq	filtered	https://www.nytimes.com/2018/02/22/opinion/kavous-seyed-emami-iran.html
Thu Feb 22 11:01:37 2018	underwhip	affix	https://www.nytimes.com/2018/02/22/magazine/breakfast-souffle-goat-cheese.html
Thu Feb 22 11:01:46 2018	toddlerish	deriv	https://www.nytimes.com/2018/02/22/magazine/new-sentences-from-a-futile-and-stupid-gesture.html
Thu Feb 22 17:01:15 2018	draniki	filtered	https://www.nytimes.com/2018/02/22/dining/belarussian-xata-review-sheepshead-bay.html
Thu Feb 22 17:01:20 2018	machanka	filtered	https://www.nytimes.com/2018/02/22/dining/belarussian-xata-review-sheepshead-bay.html
Thu Feb 22 19:01:15 2018	zwickelbier	filtered	https://www.nytimes.com/2018/02/22/dining/drinks/craft-beer-unfiltered.html
Thu Feb 22 19:01:17 2018	kellerbiers	filtered	https://www.nytimes.com/2018/02/22/dining/drinks/craft-beer-unfiltered.html
Thu Feb 22 19:01:23 2018	kellerbier	filtered	https://www.nytimes.com/2018/02/22/dining/drinks/craft-beer-unfiltered.html
Thu Feb 22 19:01:25 2018	zwickelbiers	filtered	https://www.nytimes.com/2018/02/22/dining/drinks/craft-beer-unfiltered.html
Thu Feb 22 20:01:29 2018	geobukseon	filtered	https://www.nytimes.com/2018/02/22/briefing/north-korea-gun-control-justin-trudeau.html
Thu Feb 22 23:01:17 2018	biorepository	affix	https://www.nytimes.com/2018/02/22/obituaries/catherine-wolf-70-dies-studied-how-people-and-computers-interact.html
Fri Feb 23 11:01:39 2018	bluebearding	deriv	https://www.nytimes.com/2018/02/23/books/review/new-marriage-thrillers.html
Fri Feb 23 11:01:43 2018	temeroso	filtered	https://www.nytimes.com/2018/02/23/books/review/a-beautiful-young-woman-julian-lopez.html
Fri Feb 23 11:01:44 2018	temeridad	filtered	https://www.nytimes.com/2018/02/23/books/review/a-beautiful-young-woman-julian-lopez.html
Fri Feb 23 11:01:46 2018	acerado	filtered	https://www.nytimes.com/2018/02/23/books/review/a-beautiful-young-woman-julian-lopez.html
Fri Feb 23 11:01:48 2018	encerado	filtered	https://www.nytimes.com/2018/02/23/books/review/a-beautiful-young-woman-julian-lopez.html
Fri Feb 23 13:01:04 2018	baishoutao	filtered	https://www.nytimes.com/2016/09/02/business/dealbook/anbang-global-shopping-spree-china-mystery-ownership.html
Fri Feb 23 13:01:16 2018	counterexperts	affix	https://www.nytimes.com/2018/02/23/nyregion/nanny-case-is-a-parents-nightmare-too-horrifying-to-see-up-close.html
Fri Feb 23 14:01:35 2018	suitress	infl	https://www.nytimes.com/2018/02/23/arts/klimt-unreal-grateful-dead-phil-lesh-bob-weir.html
Fri Feb 23 17:01:22 2018	paytriarchy	blend	https://www.nytimes.com/2018/02/23/us/the-metoo-moment-navigating-sex-in-the-gray-zone.html
Fri Feb 23 17:01:26 2018	diasgree	filtered	https://www.nytimes.com/2018/02/23/us/florida-gun-control.html
Fri Feb 23 17:01:41 2018	analyticity	deriv	https://www.nytimes.com/2018/02/23/opinion/sunday/colleges-measure-learning-outcomes.html
Fri Feb 23 18:01:47 2018	locavorish	deriv	https://www.nytimes.com/2018/02/23/arts/television/ugly-delicious-review-david-chang-netflix.html
Fri Feb 23 20:01:22 2018	unregrettable	affix	https://www.nytimes.com/2018/02/23/opinion/brian-mast-assault-weapons-ban.html
Sat Feb 24 00:01:08 2018	geospiritual	affix	https://www.nytimes.com/2018/02/23/opinion/billy-graham-cold-war.html
Sat Feb 24 04:01:19 2018	unpluralistic	affix	https://www.nytimes.com/2018/02/23/opinion/how-south-vietnam-defeated-itself.html
Sat Feb 24 19:01:13 2018	ultranutritious	affix	https://www.nytimes.com/2018/02/24/world/australia/marsupial-milk-koalas-wombaroo.html
Sat Feb 24 20:01:23 2018	overconforming	affix	https://www.nytimes.com/2018/02/24/opinion/sunday/real-men-masculinity-rejected.html
Sun Feb 25 12:01:09 2018	wrestlerette	infl	https://www.nytimes.com/2018/02/23/well/family/my-big-sister-the-wild-one.html
Sun Feb 25 16:01:31 2018	fashionization	deriv	https://www.nytimes.com/2018/02/25/style/versace-armani-milan-fashion-week.html
Mon Feb 26 11:01:32 2018	bioarcheologist	domain	https://www.nytimes.com/2018/02/26/science/dog-science-cats.html
Mon Feb 26 18:01:27 2018	batchcodes	filtered	https://www.nytimes.com/2018/02/26/dining/instant-pot-recall.html
Mon Feb 26 18:01:29 2018	batchcode	compound comp	https://www.nytimes.com/2018/02/26/dining/instant-pot-recall.html
Wed Feb 28 00:01:02 2018	unexecution	affix	http://www.nytimes.com/2018/02/27/opinion/death-penalty-alabama-doyle-lee-hamm.html
Wed Feb 28 00:01:55 2018	nonlaunderable	affix	https://www.nytimes.com/2018/02/27/smarter-living/clean-with-ketchup-vodka-butter-coca-cola-sliced-bread-oil-tabasco.html
Wed Feb 28 11:02:10 2018	progressophobia	affix	https://www.nytimes.com/2018/02/28/books/review-enlightenment-now-steven-pinker.html
Wed Feb 28 11:02:22 2018	featurists	deriv	https://www.nytimes.com/2018/02/28/books/review/martin-amis-rub-of-time.html
Wed Feb 28 11:02:25 2018	gynocrat	affix	https://www.nytimes.com/2018/02/28/books/review/martin-amis-rub-of-time.html
Wed Feb 28 11:02:44 2018	monopsonize	domain	https://www.nytimes.com/2018/02/28/opinion/corporate-america-suppressing-wages.html
Wed Feb 28 11:02:57 2018	hyperaccuracy	affix	https://www.nytimes.com/2018/02/28/magazine/what-is-the-perfect-color-worth.html
Wed Feb 28 13:01:08 2018	gunseller	filtered	https://www.nytimes.com/2018/02/28/business/dicks-major-gun-retailer-will-stop-selling-assault-style-rifles.html
Wed Feb 28 18:01:35 2018	ropemaster	compound comp	https://www.nytimes.com/2018/02/28/arts/design/the-incomplete-araki-museum-of-sex-review.html
Wed Feb 28 22:01:31 2018	pseudotapestries	affix	https://www.nytimes.com/2018/02/28/style/why-are-rugs-so-expensive.html
Wed Feb 28 23:01:08 2018	uncharasmatic	filtered	https://www.nytimes.com/2018/02/28/world/europe/italy-election-davide-casaleggio-five-star.html
Thu Mar 01 02:01:10 2018	thumbiest	deriv	https://www.nytimes.com/2018/02/28/opinion/trump-wall-mexico-judge.html
Thu Mar 01 02:01:30 2018	cybercoins	blend	https://www.nytimes.com/2018/02/28/business/economy/bitcoin-electricity-productivity.html
Thu Mar 01 11:01:20 2018	pensionize	deriv	https://www.nytimes.com/2018/03/01/business/retirement/no-pension-pensionize-savings.html
Thu Mar 01 11:01:22 2018	pensionizing	filtered	https://www.nytimes.com/2018/03/01/business/retirement/no-pension-pensionize-savings.html
Thu Mar 01 11:01:29 2018	supertribal	affix	https://www.nytimes.com/2018/03/01/books/review/amy-chua-political-tribes.html
Thu Mar 01 19:01:35 2018	narej	filtered	https://www.nytimes.com/2018/03/01/dining/parwana-afghan-kitchen-review-adelaide.html
