Time,Word,Category,URL,Sentence Example
Wed Feb 07 23:01:30 2018,insculpt,archaic,https://www.nytimes.com/2018/02/07/books/plagiarism-software-unveils-a-new-source-for-11-of-shakespeares-plays.html,"In 1977, for example, Kenneth Muir made the case that Shakespeare used a particular translation of a book of Latin stories for “The Merchant of Venice” based on the word “insculpt.” In recent years, however, it’s become rare to identify new sources for Shakespeare."
Thu Feb 08 11:01:12 2018,blotchier,infl,https://www.nytimes.com/2018/02/08/arts/design/south-korea-north-korea-metropolitan-museum-diamond-mountains-olympics.html,"Dark principal strokes overlay sensitive passages of mauve and light blue, and while Lee favored far blotchier brushwork than in classical Korean painting, the vista is one that Jeong Seon would quickly recognize.Between 1999 and 2008, South Koreans could visit the Diamond Mountains on special cruises approved by the North."
Thu Feb 08 11:01:54 2018,driftingly,deriv,https://www.nytimes.com/2018/02/08/books/review/discovering-sex-fiction-dwight-garner.html,"“Until a woman has smelled a man precisely there, she thought, driftingly, she can’t know him,” Krantz wrote.The phrase “she thought, driftingly,” can be mentally applied, by the way, to every sentence Krantz wrote.“Scruples” alerted me to the international lesbian cabal."
Thu Feb 08 17:01:13 2018,supervillainess,affix,https://www.nytimes.com/2018/02/08/movies/venom-teaser-tom-hardy.html,"Mr. Hardy used to be Bane, Batman’s heavy-breathing foe in the DC Comics-based 2012 smash “The Dark Knight Rises.” Now he’s crossed over to the rival Marvel universe to play Venom in the much-anticipated spinoff of the “Spider-Man” franchise.The role was previously played by Topher Grace in “Spider-Man 3” (2007), but Mr. Hardy looks to bring a much darker take to the character of Eddie Brock, one of the web-slinger’s adversaries, who attains superpowers after being infected by an alien Symbiote.The trailer is long on action and short on explanation, but we do get a glance at the very busy Michelle Williams, currently on screen in “The Greatest Showman” and “All the Money in the World.” She plays Anne Weying, who in comic-book lore is Brock’s ex-wife and, ultimately, the supervillainess She-Venom.Directed by Ruben Fleischer (“Zombieland”), “Venom” will be unleashed in theaters on Oct. 5.AdvertisementContinue reading the main storySite IndexSite Information Navigation© 2020 The New York Times CompanyNYTCoContact UsWork with usAdvertiseT Brand StudioYour Ad ChoicesPrivacyTerms of ServiceTerms of SaleSite MapHelpSubscriptions"
Thu Feb 08 18:01:14 2018,maruxna,filtered,https://www.nytimes.com/2018/02/08/dining/kebab-empire-review.html,"There, for a brief spell last summer, he offered maruxna (Uighur ice cream), a meld of milk, eggs and brown sugar, hand-churned with a great wooden spoon.It proved too labor-intensive."
Thu Feb 08 23:01:08 2018,lionsroar,filtered,https://www.nytimes.com/2018/02/08/obituaries/john-perry-barlow-internet-champion-dies.html,"And he endorsed the creation of communities through encounters in cyberspace.But he warned against “the modern plague of boredom,” which he attributed to society’s desire to homogenize human experience, from fast food to television.“I remember one of the few truly Buddhist things that my very non-Buddhist Wyoming mother said to me when I was little,” he told the social theorist bell hooks in 1995 on lionsroar .com, a Buddhist website."
Fri Feb 09 02:01:02 2018,midquad,affix,https://www.nytimes.com/2018/02/08/insider/olympics-immersive-journalism-augmented-reality.html,"Alex Rigsby showed us how she arranges her pads to best guard the net from a puck traveling at 70 miles per hour.For the AR experience, we placed these scans into context — for example, placing Nathan Chen at the 20-inch height off the ground he would be midquad, based off photo reference and sometimes motion capture."
Fri Feb 09 04:01:02 2018,researchpapers,filtered,https://www.nytimes.com/2018/02/08/sports/olympics/curling.html,"Scholars have actually written researchpapers on the subject of sweeping, which is fraught with controversy — seriously!"
Fri Feb 09 16:01:06 2018,pentatonicism,domain,https://www.nytimes.com/2018/02/09/arts/music/florence-price-arkansas-symphony-concerto.html,"You may not hear direct quotation, but you will hear playing around with pentatonicism, playing around with call and response, some of these organizing principles that African-American scholars like Amiri Baraka have pointed out as indicative of black musical discourse.”“Florence Price is a representation in music of what it means to be a black artist living within a white canon and trying to work within the classical realm,” Mr. Carter added."
Fri Feb 09 16:01:17 2018,ragefest,affix,https://www.nytimes.com/2018/02/09/movies/streaming-your-valentines-day.html,"(This is not to be confused with the 1968 “Weekend” on the Criterion Channel, a ragefest directed by Jean-Luc Godard that begins with a mutually adulterous husband and wife contemplating homicide.)"
Fri Feb 09 17:01:22 2018,plonkable,affix,https://www.nytimes.com/2018/02/09/arts/deneen-why-liberalism-failed-art.html,"It could equally have featured “Bouquet of Tulips.”The Koons sculpture, industrially produced (its manufacture is nearing completion in Germany) and plonkable pretty much anywhere on the planet that could afford it, embodies what Mr. Deneen views as the “presentist and placeless” nature of a liberal culture that has “homogenized the world in its image.”Mr."
Fri Feb 09 22:02:05 2018,callingcommentator,filtered,https://www.nytimes.com/2018/02/09/arts/music/olympics-figure-skating-songs.html,
Sat Feb 10 03:01:02 2018,amylacea,domain,https://www.nytimes.com/2018/02/09/us/las-vegas-attack-paddock-brain-autopsy.html,"The structures, made up mostly of carbohydrates but also containing proteins and other components, are known as corpora amylacea.Dr. Vogel searched for signs of those diseases, but he did not detect them in Mr. Paddock’s brain.Three scientists who study corpora amylacea said in interviews that the increased presence of the structures was significant.Hyman Schipper, a professor of neurology at McGill University in Montreal, said his laboratory’s studies have found evidence that corpora amylacea can result from the damage caused by unstable molecules known as free radicals, which can be unleashed by various stressors."
Sat Feb 10 08:01:03 2018,unfreaked,affix,https://www.nytimes.com/2018/02/09/your-money/insurance-entrepreneurship-butler-university.html,“But this is what you don’t get in a textbook: how to not freak out a librarian and then how to get him or her unfreaked out if you do.”AdvertisementContinue reading the main storySite IndexSite Information Navigation© 2020 The New York Times CompanyNYTCoContact UsWork with usAdvertiseT Brand StudioYour Ad ChoicesPrivacyTerms of ServiceTerms of SaleSite MapHelpSubscriptions
Sat Feb 10 12:01:10 2018,undogly,blend,https://www.nytimes.com/2018/02/10/style/dogs-instagram-famous.html,"The older generations love them, but I think the younger generation sees that style as fake, undogly.”Indeed, his two most popular posts have been a mixed breed puppy with funny ears named Larry and a 12-year-old Labrador with vitiligo named Rowdy."
Sat Feb 10 15:01:04 2018,catsit,compound comp,https://www.nytimes.com/2014/04/24/garden/the-unsettling-thing-about-ellen.html?src=mv,"Their partnership dates back to when Ms. DeGeneres was a stand-up comedian on tour and asked him to catsit: “She said, ‘And while you’re there, can you fix up the house?’ I bought her a Hans Wegner chair, a Jean Prouvé chair.”Mr."
Sat Feb 10 16:01:19 2018,shesteading,blend,https://www.nytimes.com/2018/02/10/fashion/weddings/a-commitment-for-more-than-one-lifetime.html,"Benjamin recalled Mr. Friedman came across as “a character” with “a strong presence” in 2011 as he interviewed her for a job at the Seasteading Institute.“He leaned as far back as he could go in his chair in these crazy pants with his arms crossed,” she said, and wore a T-shirt that said “I Am John Galt” (a nod to the hero of the Ayn Rand novel “Atlas Shrugged’’) and wild yoga pants with flames, moons and stars.“I loved the idea of seasteading and wrote about it for part of my thesis,” said Ms. Benjamin, who wore a more sedate pink cardigan over a peach A-line dress with a pearl necklace and matching earrings for the interview.She got the job, and showed up her first day, Valentine’s Day, with a plateful of home-baked pink heart-shaped cookies, and soon developed an intellectual rapport with Mr. Friedman over subjects including seasteading, transhumanism, rationalism and Paleo diets.“She was really enthusiastic about the political movement, which I started,’’ said Mr. Friedman of seasteading, and added with a laugh that Ms. Benjamin, who identifies as a feminist, coined the term shesteading."
Sat Feb 10 18:01:14 2018,athleisured,deriv,https://www.nytimes.com/2018/02/10/fashion/bottega-veneta-tory-burch-new-york-fashion-week.html,"It just didn’t add up to much.At least Tory Burch is clear on her portfolio: society of yesteryear, democratized and “athleisured” for today."
Sat Feb 10 20:01:06 2018,midfrenzy,affix,https://www.nytimes.com/2018/02/10/sports/olympics/south-korea-speedskating-gold-medal.html,"Fans held the anticipation level at midfrenzy as the North Korean Choe Un-song and four others joined him at the starting line.The crowd was hushed for the starting gun with a “shhh” from the public-address system, then built itself up again as the six skaters spun in counterclockwise ovals."
Sat Feb 10 23:01:08 2018,orcaestraits,blend,http://www.nytimes.com/2018/02/10/crosswords/daily-puzzle-2018-02-11.html,"I then wrangled in “orcaestraits,” because I always forget that even cryptic entries should usually be actual words, and then I fixed it to ORCHESTRATES.Not every pair was in reversed order; 49D, for example, “Carried cash around?” was the homonym of “bore” (carried) “dough” (cash) — BORDEAUX.After muddling through five or six of these I tried to figure them out without using crosses, first as a challenge and also because the grid was giving me some mystifying choices."
Sun Feb 11 15:00:54 2018,descenting,deriv,https://www.nytimes.com/2018/02/11/world/europe/russia-plane-crash-saratov-airlines.html,
Sun Feb 11 20:00:58 2018,vistited,filtered,https://www.nytimes.com/2018/02/11/briefing/north-korea-moscow-rob-porter.html,
Mon Feb 12 11:01:17 2018,supermetal,affix,https://www.nytimes.com/2018/02/12/movies/black-panther-marvel-chadwick-boseman-ryan-coogler-lupita-nyongo.html,"Some of them we switched up — instead of mud we used [the fictional supermetal] vibranium — but those are buildings that you’ll really find in Mali, in Ethiopia, in Nigeria.I spent about three weeks in Africa [doing research for “Black Panther”] and I truly felt that seeing it for myself was necessary for my growth as a human being."
Mon Feb 12 15:01:14 2018,unretrofitted,affix,https://www.nytimes.com/2018/02/12/us/california-today-chloe-kim-olympics.html,"[The New York Times]• Despite repeated warnings, more than 600 brick buildings in the Inland Empire are unretrofitted and at risk of collapse during a major earthquake."
Mon Feb 12 20:01:55 2018,leptomeningeal,domain,https://www.nytimes.com/2018/02/12/obituaries/jan-maxwell-acclaimed-stage-actress-is-dead-at-61.html,"She was 61.The death was confirmed by her husband, the actor and playwright Robert Emmet Lunney, who said the cause was leptomeningeal disease, a consequence of her struggle with breast cancer."
Tue Feb 13 00:01:40 2018,ceremonywere,filtered,https://www.nytimes.com/2018/02/12/arts/obama-portraitists-bonded-the-everyday-and-the-extraordinary.html,
Tue Feb 13 02:01:00 2018,intrasport,affix,https://www.nytimes.com/2018/02/12/sports/olympics/chloe-kim-women-halfpipe.html,"But it is not hard to imagine a divide growing, as it did with White, between Kim and her peers — the women she continues to leave behind in competition and commercialism.But no one asked about intrasport tensions when White and Kim were on stage together a few days ago."
Tue Feb 13 11:01:44 2018,henotheist,filtered,https://www.nytimes.com/2018/02/13/books/review/bart-d-ehrman-the-triumph-of-christianity.html,"And while there were plenty of henotheist pagans (that is, people who worshiped one god while not denying the validity of others), Christianity went far beyond henotheism’s hesitant claim upon ultimate truth."
Tue Feb 13 11:01:46 2018,henotheism,domain,https://www.nytimes.com/2018/02/13/books/review/bart-d-ehrman-the-triumph-of-christianity.html,"And while there were plenty of henotheist pagans (that is, people who worshiped one god while not denying the validity of others), Christianity went far beyond henotheism’s hesitant claim upon ultimate truth."
Tue Feb 13 17:01:09 2018,phytoceramides,domain,https://www.nytimes.com/2018/02/13/t-magazine/healthier-chocolate.html,"Sakara Life’s Beauty Chocolates ($45), crafted with skin-plumping phytoceramides, have also developed a cult following."
Tue Feb 13 19:01:08 2018,purloos,filtered,https://www.nytimes.com/2018/02/13/dining/hill-rice-slave-history.html,"Their cooks created the peanut stews, okra-laced purloos and seafood that define Lowcountry cuisine.“What I am doing is searching for my culture through food,” he said.But how did the rice travel to that field in Trinidad?In the meantime, they hope to find an economical way to import it from growers in Trinidad.For Mr. Dennis, the chef, a steady supply would ensure that his purloos, like the rice-and-okra dish called Limpin’ Susan (often referred to as the cousin or wife of Hoppin’ John), would have a new dimension.He also hopes that the rice will eventually sell at a price that most cooks can afford, and that African-American home cooks will come to see the hill rice and other traditional dishes as healthier alternatives to a popular perception of soul food.“We’ve been warped into thinking it’s mac-and-cheese and collard greens,” he said.African-American cooking, at least as defined in the Lowcountry, is about slow-cooked peas and vegetables and specific strains of rice, he said.“Culturally, this rice is a hidden story of the African-American and enslaved narrative,” he said."
Tue Feb 13 19:01:14 2018,glaberrima,domain,https://www.nytimes.com/2018/02/13/dining/hill-rice-slave-history.html,"He had been part of a team that in 2015 sequenced the genomes of Oryza glaberrima, the African crop now grown by descendants of escaped slaves in the South American country Suriname, and connected it to rice that grew in Ivory Coast.That discovery was concrete evidence of the high level of rice-growing knowledge among African slaves, and marked the first time genetics had been used to pinpoint the origin of a slave crop in the Americas.Could the Trinidadian rice be another example?Dr. Purugganan took the rice to his laboratory in Greenwich Village and sequenced its genes.It turned out not to be indigenous African glaberrima, but more likely a Japonica rice that made its way from Southeast Asia to West Africa between the 16th and 18th centuries.Amy Lawton-Rauh, a Clemson University professor of genetics and biochemistry who is working on the genetics of hill rice, is using population genomics tools to test whether the hill rice has a more complex history."
Wed Feb 14 01:01:01 2018,laurices,domain,https://www.nytimes.com/2018/02/13/science/rabbits-pope-domestication.html,"Around 600 A.D., Pope Gregory the Great decreed that fetal rabbits, or laurices, were not meat, and could be eaten during Lent, when meat was not allowed.Apart from the scarcity of laurices at the supermarket these days, the whole story is wrong according to a new scientific report.I myself can say that in eight years at St. Justin’s Grammar School, during which time eating meat on Friday was forbidden and often discussed, not one nun ever said, “But, laurices, now, no problem there.”I did ask some with expertise, just to be sure."
Thu Feb 15 01:01:10 2018,kjaelke,filtered,https://www.nytimes.com/2018/02/14/sports/olympics/skeleton.html,"But at 80 miles per hour.After cameos at the St. Moritz Olympics in 1928 and 1948, skeleton joined the Games permanently in 2002.The unusual name may have arisen because the early sleds reminded some of skeletons, or from a corruption of a Norwegian word for sled, “kjaelke.”Though steering accurately around the turns is important — sliders control the sled with small movements of their heads and shoulders — a lot of success or failure comes down to the start."
Thu Feb 15 14:01:17 2018,squatto,dialect,https://www.nytimes.com/2018/02/15/fashion/marc-jacobs.html,"— yet aside from a few body-con dresses buried amid the cartoon excess and one lovely strapless empire-waisted evening gown, the styles swamped the body, rendering it squatto."
Thu Feb 15 20:01:06 2018,nonpuerperal,domain,https://www.nytimes.com/2018/02/15/health/transgender-woman-breast-feed.html,"Though used in many countries, including in Britain, domperidone has been banned in the United States because of Food and Drug Administration concerns about its associations with cardiac arrest and sudden death.Previous studies with transgender women have reported only the basic framework for what is known as nonpuerperal induced lactation, the process by which women are stimulated to lactate.“There have been self-reported cases online of transgender woman trying to D.I.Y."
Thu Feb 15 20:01:11 2018,galactogogues,blend,https://www.nytimes.com/2018/02/15/health/transgender-woman-breast-feed.html,"They wrote that it was unclear which parts of the regimen were most beneficial to producing milk.Future areas of study include “the optimal dosing of estradiol, progesterone and galactogogues in inducing lactation, as well as the optimal frequency and duration of pump use,” they said.AdvertisementContinue reading the main storySite IndexSite Information Navigation© 2020 The New York Times CompanyNYTCoContact UsWork with usAdvertiseT Brand StudioYour Ad ChoicesPrivacyTerms of ServiceTerms of SaleSite MapHelpSubscriptions"
Thu Feb 15 20:01:47 2018,hypercapable,affix,https://www.nytimes.com/2018/02/15/theater/harry-potter-primer-broadway.html,"Whisked off to Hogwarts School of Witchcraft and Wizardry, he met his best friends for life, Ron (a sweet doofus) and Hermione (a hypercapable brainiac), and spent the next seven years with them there, getting up to mischief and thwarting evil."
Thu Feb 15 23:02:25 2018,resillience,filtered,https://www.nytimes.com/2018/02/15/opinion/shooting-parkland-florida-school.html,"But he spoke of the children, too, and of the resillience of this community.Whether we like it or not, there are probably too many words."
Fri Feb 16 11:01:29 2018,conveniencize,deriv,https://www.nytimes.com/2018/02/16/opinion/sunday/tyranny-convenience.html,It would conveniencize individuality.You might date the beginning of this period to the advent of the Sony Walkman in 1979.
Fri Feb 16 11:01:55 2018,anageria,domain,https://www.nytimes.com/2018/02/16/books/review/how-to-stop-time-matt-haig.html,"This is because Tom has a condition, rare but not unique, known as anageria.People with anageria age much more slowly than ordinary people, at a rate of roughly one year for every 15 ordinary human years."
Fri Feb 16 11:03:13 2018,sheetali,filtered,https://www.nytimes.com/2018/02/16/travel/yoga-retreat-india.html,"For cooling down the body’s temperature, Ms. Carlson taught us sheetali breathing, during which we exhaled through a curled tongue or gritted teeth."
Fri Feb 16 11:03:19 2018,murivenna,filtered,https://www.nytimes.com/2018/02/16/travel/yoga-retreat-india.html,"That afternoon, I was scheduled for a rejuvenation body treatment, with the addition of murivenna oil, made from a blend of herbs, which Dr. Varun selected because, he said, it increases circulation, and would help heal my muscle and joint soreness."
Fri Feb 16 14:01:12 2018,schmenter,phonaestheme,https://www.nytimes.com/2018/02/16/arts/dance/indiana-woodward-romeo-juliet-new-york-city-ballet.html,"When, at one point during a recent rehearsal, Ms. Woodward was struggling with spacing, Ms. Tracey told her: “Center schmenter."
Fri Feb 16 17:01:29 2018,murderrrrrrr,lengthening,https://www.nytimes.com/2018/02/16/arts/television/the-transgressive-appeal-of-the-comedy-murder-podcast.html,The women of “My Favorite Murder” draw out the word “murderrrrrrr” into an almost seductive drawl.
Fri Feb 16 17:01:33 2018,discombobulist,deriv,https://www.nytimes.com/2018/02/16/theater/riot-review.html,"That’s the one in which audience members are recruited to flagellate a loin-cloth-clad Jesus with bright foam batons, and even that feels far too jolly to be a true sacrilege.Weaving in and out of the festivities is the professed “gender discombobulist” Panti (also known as Panti Bliss), who towers in stilettos and second-skin dresses and tells an autobiographical tale of empowerment about the little boy she once was, who dreamed of becoming Farrah Fawcett."
Fri Feb 16 17:01:46 2018,coronadas,filtered,https://www.nytimes.com/2018/02/16/t-magazine/wearable-flower-art.html,"In 18th-century Mexico, an entire genre of portraiture was devoted to monjas coronadas, or crowned nuns, young novices pictured taking their vows of celibacy in teetering headdresses made of roses."
Fri Feb 16 17:01:54 2018,kopiko,filtered,https://www.nytimes.com/2018/02/16/t-magazine/wearable-flower-art.html,"More than 40 percent of America’s endangered or threatened plant species are found in Hawaii, including the lonely kopiko, a tree whose branches offer up small white blooms shaped like lips about to whistle, and of which only about 30 remain in the wild.Indeed, what makes our love of flowers even more poignant is that they are ephemeral not just as individuals but as a concept: The days of flowers may be numbered."
Fri Feb 16 18:45:23 2018,facedlegal,filtered,https://www.nytimes.com/2018/02/16/business/natural-food-products.html,
Fri Feb 16 20:01:20 2018,multimammate,domain,https://www.nytimes.com/2018/02/16/health/lassa-fever-nigeria.html,"It lives mostly in rural areas; in some African countries, it is known as a “multimammate mouse” and in others as a “soft-furred rat.”The government is encouraging villagers to store grain in sealed containers, to cook food thoroughly and to keep rodents out of homes.As with Ebola, a heavily infected patient’s blood, urine, vomit and other fluids can teem with Lassa virus, and transmission between people often takes place in rural hospitals where protective gear is not available.Experts believe the virus can also be sexually transmitted."
Sat Feb 17 04:01:04 2018,yogaholics,affix libfix,http://www.nytimes.com/2018/02/16/crosswords/daily-puzzle-2018-02-17.html,There are yogaholics and chocoholics.
Sat Feb 17 04:01:08 2018,wikiholics,affix,http://www.nytimes.com/2018/02/16/crosswords/daily-puzzle-2018-02-17.html,"According to Wiktionary.org, there are wikiholics.Constructor NotesThis puzzle’s creation began with an old-school approach of mine."
Sat Feb 17 15:01:03 2018,gimbap,filtered,https://www.nytimes.com/2018/02/17/sports/olympics/pyeongchang-south-korea-games.html,"Try some crab stick; or Spam with kimchi gimbap; or pig’s trotters, which on the packaging gets a grinning thumbs-up from a guy in a red bow tie.It takes a cab ride beyond the Olympic bubble, but Pyeongchang has many restaurants with two-hour multicourse dinners that sound like a tour of the ocean."
Sat Feb 17 20:01:33 2018,clicas,filtered,https://www.nytimes.com/2018/02/17/opinion/sunday/trump-ms-13-gang.html,"There are now around 10,000 members in 40 states.Gang members who are deported to El Salvador simply regroup in the heart of the criminal organization and then many head back to the United States, where they operate in “clicas,” or subgroups, like the Sailors Locos Salvatrucha and Teclas Locos Salvatrucha in Maryland.Trump will continue to use his favorite word for MS-13 gang members: “animals.” And few people will focus on the fact that at high schools like Uniondale, home to two of Long Island’s MS-13 clicas, there are only three social workers for over 2,000 students."
Sun Feb 18 11:01:34 2018,itsshelter,filtered,https://www.nytimes.com/2018/02/18/nyregion/homelessness-step-by-step.html,
Sun Feb 18 15:01:10 2018,mildronite,domain,https://www.nytimes.com/2018/02/18/sports/olympics/doping-russia-alexander-krushelnytsky.html,
Mon Feb 19 05:01:12 2018,verdigrised,domain,https://www.nytimes.com/2018/02/18/t-magazine/sanatorium-europe-history.html,The town is made up of pale neo-Classical buildings edged with verdigrised turrets and elaborate spires.
Mon Feb 19 11:01:08 2018,vagility,blend,https://www.nytimes.com/2018/02/19/science/migration-animals-west.html,"Using the GPS collars that updated an animal’s location regularly and other data, the project found that vagility — the ability of an organism to move — declines in areas with human footprints by as much as half to two-thirds the distance than in places where there is little or no human activity.“It is important that animals move, because in moving they carry out important ecological functions like transporting nutrients and seeds between different areas,” said Marlee Tucker, a biologist at Senckenberg Biodiversity and Climate Research Center and Goethe University, Frankfurt and the study’s lead author.He signed an order to foster cooperation on migrations, “working with ranchers to modify their fences, working with states to collaborate on sage brush restoration, or working with scientists to better understand migration routes,” he said.The new migration study was made possible by Movebank, a global repository of scientific research on animal movement that has cast much new light on vagility.Records of where animals move can be shared with other researchers, and combined with data on vegetative cover, elevations and temperature, anywhere on the globe, from NASA and other sources.“It’s an example of open data and data sharing that allows you to answer new questions and give data a second life,” said Dr. Kays, who is also a director of Movebank.More research is needed to determine the reasons for the decline in vagility and what that means to a species.Development threats led to the creation of the Wyoming Migration Initiative, which seeks to identify, study and protect pronghorn, mule deer and other animals’ migrations, which are increasingly at risk on the high plains because of new housing tracts, oil and gas development, roads and other barriers.Blocked or hampered migrations can mean animals can’t access food sources they need."
Mon Feb 19 18:01:09 2018,hypercalcemic,domain,https://www.nytimes.com/2018/02/19/health/ovarian-cancer-immunotherapy.html,"Still, “it is the exceptions that give you the best insights,” said Dr. Drew Pardoll, who directs the Bloomberg-Kimmel Institute for Cancer Immunotherapy at Johns Hopkins Medicine in Baltimore.The cancer that struck the young women was hypercalcemic small cell ovarian cancer, which typically occurs in a woman’s teens or 20s.Cancers of the prostate, pancreas, breast, ovaries — and most other tumors — carry few mutations.“These are the cancers that rarely respond,” Dr. Pardoll said.The idea that the drugs might work against something like hypercalcemic ovarian cancer, which is fueled by just one genetic mutation, just made no sense.“For the vast majority of cancers, there is an amazingly clean correlation between response to therapy and mean mutational load,” Dr. Pardoll said.But there were a few oddball exceptions.Levine and his colleagues found the same phenomenon in patients with hypercalcemic ovarian cancers."
Mon Feb 19 18:01:45 2018,bintsuke,filtered,https://www.nytimes.com/2018/02/19/t-magazine/primers-glowing-skin.html,Tatcha’s The Silk Canvas ($52) is inspired by the traditional geisha ritual of pressing melted bintsuke (Japanese wax) over the face to protect it from makeup; this modern spin utilizes botanicals to fend off the damaging effects of pollution.
Mon Feb 19 20:01:35 2018,topogenic,domain,https://www.nytimes.com/2018/02/19/obituaries/gunter-blobel-nobel-laureate-who-found-cell-zip-codes-dies-at-81.html,"“Furthermore, knowledge about the topogenic signals has increased our understanding of many medically important mechanisms.”Günter Blobel was born on May 21, 1936, in the Silesian village of Waltersdorf, then in eastern Germany and later part of Poland."
Mon Feb 19 22:01:16 2018,ooooranges,lengthening,https://www.nytimes.com/2018/02/19/obituaries/arthur-robinson-mr-okra-dies.html,"He was 74.The cause was a heart attack, said his daughter Sergio Robinson, who had in recent years taken to driving the route when her father’s health waned.In neighborhoods rich and poor alike, you could hear the rising melody some minutes before Mr. Okra’s truck appeared: “I have ooooranges and bananas!"
Mon Feb 19 22:01:18 2018,eeeeeating,lengthening,https://www.nytimes.com/2018/02/19/obituaries/arthur-robinson-mr-okra-dies.html,"I have eeeeeating pears and apples!”Over tinny loudspeakers you would hear that he had cantaloupe, greens, squash and “the mango,” and soon the truck would come into view, a polychrome, mobile oasis in even the driest of food deserts.Children, regular customers and selfie-snapping tourists would flock to him — the customers to buy watermelon, or maybe a few ears of corn."
Tue Feb 20 06:01:02 2018,monobob,affix,https://www.nytimes.com/2018/02/20/sports/olympics/bobsled-women-equality.html,"In training runs here, her sled ranked second in the field.The international federation has set up a working group to try to address the issues that have prevented the progression of women in the sport, specifically focusing on the hurdles that make bobsledding prohibitively expensive.The international federation is even considering the introduction of a new category: the monobob, a sled for one athlete."
Tue Feb 20 11:02:03 2018,deindexed,deriv,https://www.nytimes.com/2018/02/20/magazine/the-case-against-google.html,Google and deindexed and phone number and help — hoping that some magic combination of words might yield a new solution.
Tue Feb 20 17:01:14 2018,prayformances,blend,https://www.nytimes.com/2018/02/20/arts/design/zulfikar-ali-bhutto-pakistan-drag-somarts-.html,"“It made me want to hide who I was,” he said; at the same time, he added, the explicit Islamophobia “energized me in a way I wasn’t in Pakistan.” Alongside the Iranian artist Minoosh Zomorodinia, he began exploring acts that emphasized and embraced his status as a Muslim in America: together, the two developed “prayformances,” in which they completed the Muslim ritual of praying in public spaces.It was another act of hatred that spurred Mr. Bhutto to also weave his identity as a gay person into his art."
Tue Feb 20 19:01:24 2018,ministrudels,affix,https://www.nytimes.com/2018/02/20/dining/bourekas-green-fig-restaurant.html,"Think ministrudels filled with potato, mushroom, cheese, or spinach and cheese."
Tue Feb 20 20:01:41 2018,piroctone,domain,https://www.nytimes.com/2018/02/20/style/dandruff-winter-hair-care-shampoo.html,"It aims to combat flakes with peppermint oil, which gives off a refreshingly strong scent as you shampoo, and piroctone olamine, an antifungal compound that helps prevent the growth of a yeast that can lead to dandruff."
Tue Feb 20 20:01:43 2018,olamine,domain,https://www.nytimes.com/2018/02/20/style/dandruff-winter-hair-care-shampoo.html,"It aims to combat flakes with peppermint oil, which gives off a refreshingly strong scent as you shampoo, and piroctone olamine, an antifungal compound that helps prevent the growth of a yeast that can lead to dandruff."
Tue Feb 20 22:01:59 2018,igmmatic,filtered,https://www.nytimes.com/2018/02/20/books/frankenstein-manuscript-new-publication.html,"20, 2018LONDON — A facsimile of Mary Shelley’s manuscript of “Frankenstein,” written when she was just 18, will be published in March by SP Books here to mark the bicentennial of the novel’s publication in 1818.The draft version, written in two large notebooks, is full of annotations by both Mary Shelley and her future husband, Percy Shelley, showing his corrections to her spelling (“enigmatic o you pretty Pecksie!” he wrote next to her “igmmatic”) and suggested changes to vocabulary.SP Books suggests on its website that Mary Shelley’s own revisions show that she slowly made her monster more human, changing a description of a “creature” to a “being,” replacing “fangs” with “fingers,” and making his hair (at Percy Shelley’s recommendation) a “lustrous black.”In an interview with The Guardian newspaper, Jessica Nelson, a founder of SP Books, said that what was “moving about this manuscript is that you can see the literary work mixed with something tender and emotional.” (The similar handwriting of Mary and Percy Shelley gave rise to the 2007 book “The Man Who Wrote Frankenstein,” which claimed that Percy Shelley wrote the novel."
Wed Feb 21 11:01:34 2018,haemuljjim,filtered,https://www.nytimes.com/2018/02/21/sports/olympics/korean-food-visitors.html,"So eating here this month has been like binge-watching IMAX movies I’d only seen on airplanes.There was the late-night bowl of seolleongtang — ox bone soup, slow cooked to snow white opaqueness — over which a colleague and I defrosted our cheeks after shivering through the opening ceremony of the Games.Another night I sought out some haemuljjim, a hodgepodge of local shellfish braised with a pile of bean sprouts and red pepper sauce, to test whether my spice tolerance had dulled after moving to Europe."
Wed Feb 21 11:01:36 2018,mulmakguksu,filtered,https://www.nytimes.com/2018/02/21/sports/olympics/korean-food-visitors.html,"The dish provided a brain-clearing heat, the kind that quiets the exterior world and narrows your focus to your tongue and the sudden inexplicable need to keep it burning.And I needed to try the regional specialty mulmakguksu — buckwheat noodles in a cold, savory broth, topped in this case with young radish kimchi and dry seaweed — which I’d somehow never had during any of my half-dozen previous trips here.The Olympics, of course, have never been just about sports."
